;year;quarter;category;type;cnpj;financial_institution_name;index;number_of_regulated_proceeding_complaints;number_of_regulated_other_complaints;number_of_unregulated_complaints;total_number_of_complaints;total_number_of_ccs_and_scr_customers;number_of_ccs_customers;number_of_scr_customers;bank_name_id;segment;bank_document_id;benefits_count;career_opportunities_score;company_positive_score;compensation_benefits_score;culture_count;culture_values_score;diversity_inclusion_score;employer_founded;employer_headquarters;employer_industry;employer_name;employer_revenue;employer_website;general_score;life_quality_score;match_percent;recommendation_score;reviews_count;salaries_count;senior_leadership_score;url
10;2021;1;Grupo Secundário;Banco/financeira;58616418;BANCO FIBRA S.A.;;1;2;2;5;163619;3832;160325;359326cf4de50a99ccf55a8b17f67ab96b820c63;S3;1dab2feef834b8d195e0e5d21f36be9904b77bdb;37;3.6;84.0;4.2;41;4.3;4.3;None;São Paulo, Brasil;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Banco Fibra;Desconhecida/não se aplica;http://www.bancofibra.com.br;4.3;3.8;100;87.0;119;172;3.7;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Banco-Fibra-EI_IE744986.13,24.htm
11;2021;1;Grupo Secundário;Banco/financeira;58616418;BANCO FIBRA S.A.;;1;2;2;5;163619;3832;160325;359326cf4de50a99ccf55a8b17f67ab96b820c63;S3;1dab2feef834b8d195e0e5d21f36be9904b77bdb;37;3.6;84.0;4.2;41;4.3;4.3;None;São Paulo, Brasil;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Banco Fibra;Desconhecida/não se aplica;http://www.bancofibra.com.br;4.3;3.8;100;87.0;119;172;3.7;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Banco-Fibra-EI_IE744986.13,24.htm
12;2021;1;Grupo Secundário;Banco/financeira;58616418;BANCO FIBRA S.A.;;1;2;2;5;163619;3832;160325;359326cf4de50a99ccf55a8b17f67ab96b820c63;S3;1dab2feef834b8d195e0e5d21f36be9904b77bdb;37;3.6;84.0;4.2;41;4.3;4.3;None;São Paulo, Brasil;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Banco Fibra;Desconhecida/não se aplica;http://www.bancofibra.com.br;4.3;3.8;100;87.0;119;172;3.7;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Banco-Fibra-EI_IE744986.13,24.htm
13;2021;1;Grupo Secundário;Banco/financeira;58616418;BANCO FIBRA S.A.;;1;2;2;5;163619;3832;160325;359326cf4de50a99ccf55a8b17f67ab96b820c63;S3;1dab2feef834b8d195e0e5d21f36be9904b77bdb;37;3.6;84.0;4.2;41;4.3;4.3;None;São Paulo, Brasil;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Banco Fibra;Desconhecida/não se aplica;http://www.bancofibra.com.br;4.3;3.8;100;87.0;119;172;3.7;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Banco-Fibra-EI_IE744986.13,24.htm
14;2021;1;Grupo Secundário;Banco/financeira;58616418;BANCO FIBRA S.A.;;1;2;2;5;163619;3832;160325;359326cf4de50a99ccf55a8b17f67ab96b820c63;S3;1dab2feef834b8d195e0e5d21f36be9904b77bdb;37;3.6;84.0;4.2;41;4.3;4.3;None;São Paulo, Brasil;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Banco Fibra;Desconhecida/não se aplica;http://www.bancofibra.com.br;4.3;3.8;100;87.0;119;172;3.7;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Banco-Fibra-EI_IE744986.13,24.htm
15;2021;1;Grupo Secundário;Banco/financeira;58616418;BANCO FIBRA S.A.;;1;2;2;5;163619;3832;160325;359326cf4de50a99ccf55a8b17f67ab96b820c63;S3;1dab2feef834b8d195e0e5d21f36be9904b77bdb;37;3.6;84.0;4.2;41;4.3;4.3;None;São Paulo, Brasil;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Banco Fibra;Desconhecida/não se aplica;http://www.bancofibra.com.br;4.3;3.8;100;87.0;119;172;3.7;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Banco-Fibra-EI_IE744986.13,24.htm
16;2021;1;Grupo Secundário;Banco/financeira;58616418;BANCO FIBRA S.A.;;1;2;2;5;163619;3832;160325;359326cf4de50a99ccf55a8b17f67ab96b820c63;S3;1dab2feef834b8d195e0e5d21f36be9904b77bdb;37;3.6;84.0;4.2;41;4.3;4.3;None;São Paulo, Brasil;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Banco Fibra;Desconhecida/não se aplica;http://www.bancofibra.com.br;4.3;3.8;100;87.0;119;172;3.7;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Banco-Fibra-EI_IE744986.13,24.htm
17;2021;1;Grupo Secundário;Banco/financeira;58616418;BANCO FIBRA S.A.;;1;2;2;5;163619;3832;160325;359326cf4de50a99ccf55a8b17f67ab96b820c63;S3;1dab2feef834b8d195e0e5d21f36be9904b77bdb;37;3.6;84.0;4.2;41;4.3;4.3;None;São Paulo, Brasil;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Banco Fibra;Desconhecida/não se aplica;http://www.bancofibra.com.br;4.3;3.8;100;87.0;119;172;3.7;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Banco-Fibra-EI_IE744986.13,24.htm
18;2021;1;Grupo Secundário;Banco/financeira;58616418;BANCO FIBRA S.A.;;1;2;2;5;163619;3832;160325;359326cf4de50a99ccf55a8b17f67ab96b820c63;S3;1dab2feef834b8d195e0e5d21f36be9904b77bdb;37;3.6;84.0;4.2;41;4.3;4.3;None;São Paulo, Brasil;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Banco Fibra;Desconhecida/não se aplica;http://www.bancofibra.com.br;4.3;3.8;100;87.0;119;172;3.7;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Banco-Fibra-EI_IE744986.13,24.htm
19;2021;1;Grupo Secundário;Banco/financeira;62331228;DEUTSCHE;;0;1;0;1;2112;2093;164;b21c4ab5b9d00b8b3b844369172e2a1c92296c10;S3;a75a648161a7de2dd70db295dc3a4f266d99b3aa;3100;3.7;70.0;3.6;3200;3.8;4.0;1870;Frankfurt am Main, Alemanha;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Deutsche Bank;Mais de US$ 10 bilhões;https://careers.db.com/;3.9;3.8;100;78.0;12000;21000;3.5;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Deutsche-Bank-EI_IE3150.13,26.htm
20;2021;2;Demais bancos e financeiras;Banco/financeira;07237373;BANCO DO NORDESTE DO BRASIL S.A.;;27;23;30;80;8679633;8095479;3223472;bb953b4df7711bcfb088e1ded4bf13761c4c5aed;S2;4e52ea413cf937405f38013294434e85be954f2d;115;4.0;83.0;4.2;113;4.4;4.3;None;Fortaleza, Brasil;/Explorar/melhores-gestão-de-ativos-e-investimentos-empresas_II.9,41_IIND200146.htm;Banco do Nordeste do Brasil;Desconhecido/Não se aplica;http://www.bnb.gov.br;4.5;4.3;100;90.0;525;840;4.1;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Banco-do-Nordeste-do-Brasil-EI_IE436304.13,40.htm
21;2021;2;Demais bancos e financeiras;Banco/financeira;07237373;BANCO DO NORDESTE DO BRASIL S.A.;;27;23;30;80;8679633;8095479;3223472;bb953b4df7711bcfb088e1ded4bf13761c4c5aed;S2;4e52ea413cf937405f38013294434e85be954f2d;115;4.0;83.0;4.2;113;4.4;4.3;None;Fortaleza, Brasil;/Explorar/melhores-gestão-de-ativos-e-investimentos-empresas_II.9,41_IIND200146.htm;Banco do Nordeste do Brasil;Desconhecido/Não se aplica;http://www.bnb.gov.br;4.5;4.3;100;90.0;525;840;4.1;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Banco-do-Nordeste-do-Brasil-EI_IE436304.13,40.htm
22;2021;2;Demais bancos e financeiras;Banco/financeira;07237373;BANCO DO NORDESTE DO BRASIL S.A.;;27;23;30;80;8679633;8095479;3223472;bb953b4df7711bcfb088e1ded4bf13761c4c5aed;S2;4e52ea413cf937405f38013294434e85be954f2d;115;4.0;83.0;4.2;113;4.4;4.3;None;Fortaleza, Brasil;/Explorar/melhores-gestão-de-ativos-e-investimentos-empresas_II.9,41_IIND200146.htm;Banco do Nordeste do Brasil;Desconhecido/Não se aplica;http://www.bnb.gov.br;4.5;4.3;100;90.0;525;840;4.1;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Banco-do-Nordeste-do-Brasil-EI_IE436304.13,40.htm
23;2021;2;Demais bancos e financeiras;Banco/financeira;07237373;BANCO DO NORDESTE DO BRASIL S.A.;;27;23;30;80;8679633;8095479;3223472;bb953b4df7711bcfb088e1ded4bf13761c4c5aed;S2;4e52ea413cf937405f38013294434e85be954f2d;115;4.0;83.0;4.2;113;4.4;4.3;None;Fortaleza, Brasil;/Explorar/melhores-gestão-de-ativos-e-investimentos-empresas_II.9,41_IIND200146.htm;Banco do Nordeste do Brasil;Desconhecido/Não se aplica;http://www.bnb.gov.br;4.5;4.3;100;90.0;525;840;4.1;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Banco-do-Nordeste-do-Brasil-EI_IE436304.13,40.htm
24;2021;2;Demais bancos e financeiras;Banco/financeira;07237373;BANCO DO NORDESTE DO BRASIL S.A.;;27;23;30;80;8679633;8095479;3223472;bb953b4df7711bcfb088e1ded4bf13761c4c5aed;S2;4e52ea413cf937405f38013294434e85be954f2d;115;4.0;83.0;4.2;113;4.4;4.3;None;Fortaleza, Brasil;/Explorar/melhores-gestão-de-ativos-e-investimentos-empresas_II.9,41_IIND200146.htm;Banco do Nordeste do Brasil;Desconhecido/Não se aplica;http://www.bnb.gov.br;4.5;4.3;100;90.0;525;840;4.1;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Banco-do-Nordeste-do-Brasil-EI_IE436304.13,40.htm
25;2021;2;Demais bancos e financeiras;Banco/financeira;07237373;BANCO DO NORDESTE DO BRASIL S.A.;;27;23;30;80;8679633;8095479;3223472;bb953b4df7711bcfb088e1ded4bf13761c4c5aed;S2;4e52ea413cf937405f38013294434e85be954f2d;115;4.0;83.0;4.2;113;4.4;4.3;None;Fortaleza, Brasil;/Explorar/melhores-gestão-de-ativos-e-investimentos-empresas_II.9,41_IIND200146.htm;Banco do Nordeste do Brasil;Desconhecido/Não se aplica;http://www.bnb.gov.br;4.5;4.3;100;90.0;525;840;4.1;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Banco-do-Nordeste-do-Brasil-EI_IE436304.13,40.htm
26;2021;2;Demais bancos e financeiras;Banco/financeira;07237373;BANCO DO NORDESTE DO BRASIL S.A.;;27;23;30;80;8679633;8095479;3223472;bb953b4df7711bcfb088e1ded4bf13761c4c5aed;S2;4e52ea413cf937405f38013294434e85be954f2d;115;4.0;83.0;4.2;113;4.4;4.3;None;Fortaleza, Brasil;/Explorar/melhores-gestão-de-ativos-e-investimentos-empresas_II.9,41_IIND200146.htm;Banco do Nordeste do Brasil;Desconhecido/Não se aplica;http://www.bnb.gov.br;4.5;4.3;100;90.0;525;840;4.1;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Banco-do-Nordeste-do-Brasil-EI_IE436304.13,40.htm
27;2021;2;Demais bancos e financeiras;Banco/financeira;58616418;BANCO FIBRA S.A.;;0;2;3;5;163669;4032;160187;359326cf4de50a99ccf55a8b17f67ab96b820c63;S3;1dab2feef834b8d195e0e5d21f36be9904b77bdb;37;3.6;84.0;4.2;41;4.3;4.3;None;São Paulo, Brasil;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Banco Fibra;Desconhecida/não se aplica;http://www.bancofibra.com.br;4.3;3.8;100;87.0;119;172;3.7;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Banco-Fibra-EI_IE744986.13,24.htm
28;2021;2;Demais bancos e financeiras;Banco/financeira;58616418;BANCO FIBRA S.A.;;0;2;3;5;163669;4032;160187;359326cf4de50a99ccf55a8b17f67ab96b820c63;S3;1dab2feef834b8d195e0e5d21f36be9904b77bdb;37;3.6;84.0;4.2;41;4.3;4.3;None;São Paulo, Brasil;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Banco Fibra;Desconhecida/não se aplica;http://www.bancofibra.com.br;4.3;3.8;100;87.0;119;172;3.7;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Banco-Fibra-EI_IE744986.13,24.htm
29;2021;2;Demais bancos e financeiras;Banco/financeira;58616418;BANCO FIBRA S.A.;;0;2;3;5;163669;4032;160187;359326cf4de50a99ccf55a8b17f67ab96b820c63;S3;1dab2feef834b8d195e0e5d21f36be9904b77bdb;37;3.6;84.0;4.2;41;4.3;4.3;None;São Paulo, Brasil;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Banco Fibra;Desconhecida/não se aplica;http://www.bancofibra.com.br;4.3;3.8;100;87.0;119;172;3.7;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Banco-Fibra-EI_IE744986.13,24.htm
30;2021;2;Demais bancos e financeiras;Banco/financeira;58616418;BANCO FIBRA S.A.;;0;2;3;5;163669;4032;160187;359326cf4de50a99ccf55a8b17f67ab96b820c63;S3;1dab2feef834b8d195e0e5d21f36be9904b77bdb;37;3.6;84.0;4.2;41;4.3;4.3;None;São Paulo, Brasil;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Banco Fibra;Desconhecida/não se aplica;http://www.bancofibra.com.br;4.3;3.8;100;87.0;119;172;3.7;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Banco-Fibra-EI_IE744986.13,24.htm
31;2021;2;Demais bancos e financeiras;Banco/financeira;58616418;BANCO FIBRA S.A.;;0;2;3;5;163669;4032;160187;359326cf4de50a99ccf55a8b17f67ab96b820c63;S3;1dab2feef834b8d195e0e5d21f36be9904b77bdb;37;3.6;84.0;4.2;41;4.3;4.3;None;São Paulo, Brasil;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Banco Fibra;Desconhecida/não se aplica;http://www.bancofibra.com.br;4.3;3.8;100;87.0;119;172;3.7;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Banco-Fibra-EI_IE744986.13,24.htm
32;2021;2;Demais bancos e financeiras;Banco/financeira;58616418;BANCO FIBRA S.A.;;0;2;3;5;163669;4032;160187;359326cf4de50a99ccf55a8b17f67ab96b820c63;S3;1dab2feef834b8d195e0e5d21f36be9904b77bdb;37;3.6;84.0;4.2;41;4.3;4.3;None;São Paulo, Brasil;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Banco Fibra;Desconhecida/não se aplica;http://www.bancofibra.com.br;4.3;3.8;100;87.0;119;172;3.7;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Banco-Fibra-EI_IE744986.13,24.htm
33;2021;2;Demais bancos e financeiras;Banco/financeira;58616418;BANCO FIBRA S.A.;;0;2;3;5;163669;4032;160187;359326cf4de50a99ccf55a8b17f67ab96b820c63;S3;1dab2feef834b8d195e0e5d21f36be9904b77bdb;37;3.6;84.0;4.2;41;4.3;4.3;None;São Paulo, Brasil;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Banco Fibra;Desconhecida/não se aplica;http://www.bancofibra.com.br;4.3;3.8;100;87.0;119;172;3.7;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Banco-Fibra-EI_IE744986.13,24.htm
34;2021;2;Demais bancos e financeiras;Banco/financeira;58616418;BANCO FIBRA S.A.;;0;2;3;5;163669;4032;160187;359326cf4de50a99ccf55a8b17f67ab96b820c63;S3;1dab2feef834b8d195e0e5d21f36be9904b77bdb;37;3.6;84.0;4.2;41;4.3;4.3;None;São Paulo, Brasil;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Banco Fibra;Desconhecida/não se aplica;http://www.bancofibra.com.br;4.3;3.8;100;87.0;119;172;3.7;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Banco-Fibra-EI_IE744986.13,24.htm
35;2021;2;Demais bancos e financeiras;Banco/financeira;58616418;BANCO FIBRA S.A.;;0;2;3;5;163669;4032;160187;359326cf4de50a99ccf55a8b17f67ab96b820c63;S3;1dab2feef834b8d195e0e5d21f36be9904b77bdb;37;3.6;84.0;4.2;41;4.3;4.3;None;São Paulo, Brasil;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Banco Fibra;Desconhecida/não se aplica;http://www.bancofibra.com.br;4.3;3.8;100;87.0;119;172;3.7;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Banco-Fibra-EI_IE744986.13,24.htm
36;2021;2;Demais bancos e financeiras;Banco/financeira;58616418;BANCO FIBRA S.A.;;0;2;3;5;163669;4032;160187;359326cf4de50a99ccf55a8b17f67ab96b820c63;S3;1dab2feef834b8d195e0e5d21f36be9904b77bdb;37;3.6;84.0;4.2;41;4.3;4.3;None;São Paulo, Brasil;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Banco Fibra;Desconhecida/não se aplica;http://www.bancofibra.com.br;4.3;3.8;100;87.0;119;172;3.7;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Banco-Fibra-EI_IE744986.13,24.htm
37;2021;2;Demais bancos e financeiras;Banco/financeira;58616418;BANCO FIBRA S.A.;;0;2;3;5;163669;4032;160187;359326cf4de50a99ccf55a8b17f67ab96b820c63;S3;1dab2feef834b8d195e0e5d21f36be9904b77bdb;37;3.6;84.0;4.2;41;4.3;4.3;None;São Paulo, Brasil;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Banco Fibra;Desconhecida/não se aplica;http://www.bancofibra.com.br;4.3;3.8;100;87.0;119;172;3.7;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Banco-Fibra-EI_IE744986.13,24.htm
38;2021;2;Demais bancos e financeiras;Banco/financeira;58616418;BANCO FIBRA S.A.;;0;2;3;5;163669;4032;160187;359326cf4de50a99ccf55a8b17f67ab96b820c63;S3;1dab2feef834b8d195e0e5d21f36be9904b77bdb;37;3.6;84.0;4.2;41;4.3;4.3;None;São Paulo, Brasil;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Banco Fibra;Desconhecida/não se aplica;http://www.bancofibra.com.br;4.3;3.8;100;87.0;119;172;3.7;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Banco-Fibra-EI_IE744986.13,24.htm
39;2021;2;Demais bancos e financeiras;Banco/financeira;60518222;BANCO SUMITOMO MITSUI BRASIL S.A.;;0;0;1;1;1063;1023;126;e8bb4099d510fb0723280776a823d9c2deb96bc3;S3;ec817511307464a6c045fae18019d1afd9adc486;290;3.1;54.0;3.3;246;3.3;3.2;1996;Tóquio, Japão;/Explorar/melhores-gestão-de-ativos-e-investimentos-empresas_II.9,41_IIND200146.htm;Sumitomo Mitsui Financial Group;Mais de US$ 10 bilhões;http://www.smfg.co.jp;3.4;3.4;65;56.0;903;1300;3.1;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Sumitomo-Mitsui-Financial-Group-EI_IE256138.13,44.htm
